AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:2:1108:4373:23529	5173
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:2:1215:8466:35691	5173
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:1206:9838:96583	5173
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:2112:20180:92288	5173
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:2107:15784:48807	5173
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:2:1207:16497:22141	5173
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:2:1205:5350:56304	5203
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:1109:4871:13713	5204
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:2:2215:20730:47297	5209
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:1108:3882:42913	5219
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:1213:15744:85260	5221
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:2:2203:11368:46972	5222
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:2208:15099:35462	5222
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:1:2215:12681:42531	5231
AT1G01100	51210	HWI-1KL168:41:H7GWJADXX:2:1204:7739:93967	5231
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:1:2115:16674:13218	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:2:2102:16502:25877	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:1:1113:7902:21712	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:1:2112:17198:7949	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:2:1105:16996:27230	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:1:2208:10928:88271	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:1:1215:12421:18165	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:1:1108:14525:47967	5255
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:2:1208:19918:82723	5266
AT1G02470	513721	HWI-1KL168:41:H7GWJADXX:1:1106:16898:44675	5266
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:2:2205:17667:87266	5275
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:2:2114:16090:65873	5278
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:1:1109:12431:32871	5280
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:1:2107:21297:96938	5281
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:1:1106:15444:65194	5282
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:1:1210:5818:57102	5284
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:2:2103:11990:43258	5284
AT1G02475	515422	HWI-1KL168:41:H7GWJADXX:2:2108:6150:40796	5284
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:1115:1175:89056	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:1207:15796:27529	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1106:15408:94406	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1204:14009:60923	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1207:16565:44768	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:1101:4403:11355	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:1212:14479:13249	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:2116:11083:83366	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:2209:6087:39594	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:2112:6240:82129	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:2114:11040:48941	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:2109:7680:27528	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1216:8843:43843	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1112:21145:70289	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1116:13906:88804	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1208:16247:6418	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:1212:15373:37971	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:2112:20515:47637	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:2114:2175:73788	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:2:1104:10553:63424	5285
AT1G14940	5155564	HWI-1KL168:41:H7GWJADXX:1:2115:6510:62412	5285
AT1G14950	5158269	HWI-1KL168:41:H7GWJADXX:1:1105:4728:60996	5288
AT1G14950	5158269	HWI-1KL168:41:H7GWJADXX:1:2113:19983:89963	5288
AT1G14950	5158269	HWI-1KL168:41:H7GWJADXX:1:1211:20634:93088	5288
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:1:1203:5831:82664	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:1:1207:2913:97365	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:1:2205:4769:87909	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:2:1103:15917:18039	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:2:1116:6321:93859	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:2:2203:12117:13196	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:2:2107:17411:90932	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:1:2103:11584:88139	5290
AT1G14960	5160179	HWI-1KL168:41:H7GWJADXX:2:2102:13901:94891	5290
AT1G14980	5166939	HWI-1KL168:41:H7GWJADXX:1:2111:5501:57080	5296
AT1G14980	5166939	HWI-1KL168:41:H7GWJADXX:2:2208:7147:79224	5296
AT1G14980	5166939	HWI-1KL168:41:H7GWJADXX:2:1113:4815:60762	5296
AT1G14990	5168336	HWI-1KL168:41:H7GWJADXX:2:2204:20397:30659	5298
AT1G14990	5168336	HWI-1KL168:41:H7GWJADXX:2:1114:4289:40183	5298
AT1G15002	5170571	HWI-1KL168:41:H7GWJADXX:1:2114:7154:11274	5299
AT1G15002	5170571	HWI-1KL168:41:H7GWJADXX:2:2106:17221:38724	5299
AT1G15002	5170571	HWI-1KL168:41:H7GWJADXX:1:1205:12716:63721	5299
AT1G15002	5170571	HWI-1KL168:41:H7GWJADXX:2:1108:5661:57456	5299
AT1G15002	5170571	HWI-1KL168:41:H7GWJADXX:2:2206:1826:14256	5300
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:2:2105:10952:11617	5304
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:1:1105:3235:69650	5305
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:1:1115:1850:78925	5306
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:2:1102:18947:86950	5306
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:2:1211:14506:69077	5306
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:2:1211:21220:51063	5306
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:2:1108:3030:6517	5306
AT1G15020	5176479	HWI-1KL168:41:H7GWJADXX:2:2205:17959:34328	5306
AT1G05143	5179002	HWI-1KL168:41:H7GWJADXX:1:1110:12072:99102	5309
AT1G05143	5179002	HWI-1KL168:41:H7GWJADXX:2:1205:4410:21928	5309
AT1G05143	5179002	HWI-1KL168:41:H7GWJADXX:2:2204:8866:9081	5309
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:2:1201:8236:58603	5310
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:1:2104:14358:27671	5310
AT1G15270	5252121	MISEQ:81:000000000-A0RAN:1:2112:14593:27098	5310
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:2:1210:14161:64795	5310
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:2:1204:6513:36165	5310
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:2:1208:7718:14099	5310
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:1:2103:10967:83071	5311
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:1:1205:12336:96221	5311
AT1G15040	5181402	HWI-1KL168:41:H7GWJADXX:2:1106:19357:70273	5311
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2211:4250:25181	5312
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2101:13174:84049	5312
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2112:6843:57242	5312
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2205:17537:89931	5312
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2113:4915:69293	5312
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:1107:21266:41527	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2109:16655:67631	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:1109:5683:44065	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2215:14640:85559	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:1113:13167:59969	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:1213:9858:41566	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:1207:3908:24881	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2211:14258:18229	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:1215:21066:33360	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2212:19089:2924	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2204:1795:35970	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2213:6120:99486	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:1203:18994:28168	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:2112:6235:52137	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2115:12124:5835	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2201:15236:91191	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2202:10401:13373	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:1:2211:6372:79999	5313
AT1G15050	5183413	HWI-1KL168:41:H7GWJADXX:2:1109:10150:21735	5313
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:2:1202:15918:82655	5314
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:1:2206:19640:27320	5315
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:2:2212:19708:10598	5315
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:1:2116:15238:51024	5315
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:2:2210:16467:58534	5315
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:2:1102:7842:6389	5315
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:1:1216:7029:98272	5315
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:1:2209:10196:51396	5316
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:2:2104:6371:65091	5316
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:2:2102:16800:12222	5316
AT1G15060	5187106	HWI-1KL168:41:H7GWJADXX:2:2207:10931:33724	5316
AT1G15100	5194214	HWI-1KL168:41:H7GWJADXX:1:2205:5073:70407	5324
AT1G15100	5194214	HWI-1KL168:41:H7GWJADXX:2:1214:5614:97939	5324
AT1G15200	5231184	HWI-1KL168:41:H7GWJADXX:1:1203:2143:74047	5360
AT1G15200	5231184	HWI-1KL168:41:H7GWJADXX:2:2109:19119:7847	5360
AT1G15210	5236886	HWI-1KL168:41:H7GWJADXX:2:1105:17715:75264	5362
AT1G15270	5252121	HWI-1KL168:41:H7GWJADXX:1:1204:12190:22569	5381
AT1G15290	5265155	HWI-1KL168:41:H7GWJADXX:2:1106:12545:18569	5390
AT1G15320	5274074	HWI-1KL168:41:H7GWJADXX:1:1205:8017:79749	5404
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:1:1210:18659:14486	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:1:1211:15308:55300	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:1:2110:20460:80374	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:2:1209:12711:94929	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:1:1204:13898:66032	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:1:2215:18439:36448	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:1:1109:19329:32952	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:2:1110:8469:74116	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:1:2105:19233:30077	5438
AT1G15440	5309514	HWI-1KL168:41:H7GWJADXX:2:2114:5039:59443	5438
AT1G15460	5314128	HWI-1KL168:41:H7GWJADXX:1:1105:2373:33425	5440
AT1G15460	5314128	HWI-1KL168:41:H7GWJADXX:1:1214:15669:42880	5440
AT1G15460	5314128	HWI-1KL168:41:H7GWJADXX:2:2211:7586:17811	5440
AT1G15460	5314128	HWI-1KL168:41:H7GWJADXX:2:1101:3500:91559	5440
AT1G15460	5314128	HWI-1KL168:41:H7GWJADXX:2:2112:21321:42629	5440
AT1G15490	5323895	HWI-1KL168:41:H7GWJADXX:2:2208:2594:52646	5451
AT1G15490	5323895	HWI-1KL168:41:H7GWJADXX:1:2106:14736:61381	5453
AT1G15490	5323895	HWI-1KL168:41:H7GWJADXX:2:1112:21111:39782	5453
AT1G15490	5323895	HWI-1KL168:41:H7GWJADXX:2:2204:9949:64696	5453
AT1G15490	5323895	HWI-1KL168:41:H7GWJADXX:1:2109:2018:17918	5453
AT1G15490	5323895	HWI-1KL168:41:H7GWJADXX:1:1106:11096:99498	5453
AT1G15490	5323895	HWI-1KL168:41:H7GWJADXX:2:2215:9316:6151	5453
AT1G15520	5338326	HWI-1KL168:41:H7GWJADXX:1:2114:7243:73267	5464
AT1G15520	5338326	HWI-1KL168:41:H7GWJADXX:2:2112:13978:58428	5465
AT1G15520	5338326	HWI-1KL168:41:H7GWJADXX:2:1115:8614:37600	5465
AT1G15520	5338326	HWI-1KL168:41:H7GWJADXX:2:2209:7339:89521	5466
AT1G15520	5338326	HWI-1KL168:41:H7GWJADXX:1:2109:11740:57131	5467
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:1:1109:12525:11825	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:2:2109:18495:86226	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:2:1110:17737:95912	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:2:2205:5931:32941	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:1:2108:12262:93472	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:2:2107:16278:69974	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:2:2206:20645:61514	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:1:1110:9517:3796	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:1:1112:18948:50598	5471
AT1G15530	5341931	HWI-1KL168:41:H7GWJADXX:2:2204:12792:94334	5471
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2112:5469:86266	5480
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:1104:14680:15331	5480
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:1208:3777:75694	5480
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2209:13676:20452	5480
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:2210:8996:98506	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2202:18067:19018	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:1202:9890:37559	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:2106:10877:85456	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:1215:11787:37787	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:1207:7613:80708	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:2107:7417:66192	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:2110:4851:52075	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2209:7578:8785	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2106:10239:97937	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:1102:10170:66019	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:1108:16199:52434	5481
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2111:12547:68362	5482
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2205:4529:65712	5482
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2208:6588:49573	5482
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:2:1201:2335:75058	5482
AT1G02540	535699	HWI-1KL168:41:H7GWJADXX:1:2212:17024:88237	5482
AT1G15780	5436618	MISEQ:81:000000000-A0RAN:1:1102:15665:1739	5493
AT1G15960	5486105	MISEQ:81:000000000-A0RAN:1:2103:15564:22179	5542
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:2111:5639:60813	5545
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:2210:14205:53093	5546
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:2105:9835:98496	5547
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:2203:1970:77571	5547
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1111:4460:38013	5547
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:1213:5246:87969	5547
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1102:19957:98998	5547
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1114:12930:40656	5547
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:2201:9099:99465	5547
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:1113:8320:32091	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:1209:3146:89113	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1213:7328:85021	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1112:17789:41996	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1110:15695:30643	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:2206:20902:21458	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1108:1173:71509	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:1105:13653:22601	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:2213:12278:95778	5548
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:2204:20311:32672	5549
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:1205:12565:100354	5549
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:1201:5823:99381	5549
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:1105:4915:32137	5549
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:2102:2602:96606	5549
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:1:1208:17977:64967	5549
AT1G15750	5421033	HWI-1KL168:41:H7GWJADXX:2:2210:12163:46029	5550
AT1G15780	5436618	HWI-1KL168:41:H7GWJADXX:1:2216:8674:68892	5566
AT1G15790	5440131	HWI-1KL168:41:H7GWJADXX:2:1112:3961:84148	5569
AT1G15800	5443911	HWI-1KL168:41:H7GWJADXX:2:1215:3730:30539	5572
AT1G15800	5443911	HWI-1KL168:41:H7GWJADXX:2:2209:5088:52768	5573
AT1G15800	5443911	HWI-1KL168:41:H7GWJADXX:2:1114:1313:94522	5573
AT1G15880	5460359	HWI-1KL168:41:H7GWJADXX:1:1201:10638:99586	5589
AT1G15880	5460359	HWI-1KL168:41:H7GWJADXX:2:1109:10618:6623	5589
AT1G15880	5460359	HWI-1KL168:41:H7GWJADXX:1:1109:20478:91596	5590
AT1G15880	5460359	HWI-1KL168:41:H7GWJADXX:1:2202:17936:10402	5590
AT1G15880	5460359	HWI-1KL168:41:H7GWJADXX:2:1201:18563:17806	5590
AT1G02610	556152	MISEQ:81:000000000-A0RAN:1:1108:23441:6659	5592
AT1G05213	5481730	HWI-1KL168:41:H7GWJADXX:2:1112:1915:38395	5610
AT1G15960	5486105	HWI-1KL168:41:H7GWJADXX:1:2215:21321:89510	5615
AT1G16260	5562113	MISEQ:81:000000000-A0RAN:1:1106:23787:11242	5621
AT1G15990	5494192	HWI-1KL168:41:H7GWJADXX:1:2111:6070:6999	5623
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:2:2105:12156:41573	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:1:1110:12383:84957	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:2:2104:15210:40651	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:2:2206:12187:6228	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:2:2213:6369:23787	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:2:2205:18029:36989	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:1:1104:7570:20272	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:2:1202:4628:91077	5632
AT1G16030	5504535	HWI-1KL168:41:H7GWJADXX:1:2201:11205:27143	5633
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1109:19481:41578	5652
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1211:12899:82249	5652
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:1109:3546:75273	5652
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2105:16220:57842	5653
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:1109:4775:21492	5653
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:2106:2050:56537	5653
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2110:12189:99795	5653
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1108:11083:19391	5653
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1110:8061:2636	5653
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:2105:6142:61128	5653
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2204:1380:22125	5654
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:2113:5008:57805	5654
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1102:10257:4848	5654
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:2215:9559:51436	5654
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2109:8031:36390	5654
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2205:11012:30971	5655
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1113:14318:38351	5655
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2101:8694:36235	5655
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2203:18501:74717	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1102:14519:73962	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1207:7872:58221	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1213:12869:31343	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:2214:8059:19569	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:1104:10147:12976	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2208:20699:7380	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:2:2212:13520:93123	5656
AT1G02590	552761	HWI-1KL168:41:H7GWJADXX:1:1104:1571:3062	5656
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1103:14805:78933	5662
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1116:7056:16567	5662
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2107:4339:61756	5662
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1211:9559:23179	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:2114:11354:98936	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1104:3456:84334	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1206:7975:25373	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2110:13730:55697	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2206:7085:44763	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:1216:18163:62830	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2102:9994:15788	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2201:10211:24477	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2209:13950:39321	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:2112:8619:43569	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:2211:7699:54575	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:1107:9322:48549	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1109:1763:25841	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1112:19912:51626	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1115:14181:89630	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1203:4316:43190	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:1112:13158:18720	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:1210:8934:53427	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2113:1841:26139	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2211:5575:33448	5668
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2209:3405:35872	5688
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1110:15450:3290	5688
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:2:2102:13474:16134	5688
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1214:9781:41566	5688
AT1G02610	556152	HWI-1KL168:41:H7GWJADXX:1:1114:11552:71679	5689
AT1G16260	5562113	HWI-1KL168:41:H7GWJADXX:2:2205:9850:37680	5692
AT1G04133	558492	HWI-1KL168:41:H7GWJADXX:2:1114:19480:41721	5711
AT1G04133	558492	HWI-1KL168:41:H7GWJADXX:1:2102:6021:45822	5711
AT1G16330	5587461	HWI-1KL168:41:H7GWJADXX:1:1213:3241:13676	5715
AT1G16340	5590658	HWI-1KL168:41:H7GWJADXX:2:2114:12752:91818	5718
AT1G16340	5590658	HWI-1KL168:41:H7GWJADXX:1:2110:11615:41510	5718
AT1G16340	5590658	HWI-1KL168:41:H7GWJADXX:1:1216:8299:40302	5720
AT1G16340	5590658	HWI-1KL168:41:H7GWJADXX:2:2202:13523:56131	5720
AT1G16340	5590658	HWI-1KL168:41:H7GWJADXX:1:2213:2611:83989	5720
